ID,round,code_final,code_mid,who,container,batch_number,fridge,worm_species,worm_number,fungi_species,fungi_density_1,fungi_density_2,fungi_density_3,bacteria_species,bacteria_density_1,bacteria_density_2,premix,mineral_1_type,mineral_1_grainsize,mineral_1_ratio,mineral_2_type,mineral_2_grainsize,mineral_2_ratio,mineral_3_type,mineral_3_grainsize,mineral_3_ratio,mineral_check,organic_matter_type,addition_nitrogen_mmol_l,addition_phosphorus_mmol_l,enzyme1_species,enzyme1_density,enzyme2_species,enzyme2_density,enzyme3_species,enzyme3_density,enzyme_dosing_frequency,chelates_type,chelates_concentration_uM,water_flowrate_text,water_frequency,biochar,status,weight_mid_total_kg,EC_mid_uScm,pH_mid,temperature_mid_degC,weight_final_total_kg,EC_final_uScm,pH_final,temperature_final_degC,pco2_container_ppm,precipitation,alkalinity_forst_mid_umol_l,alkalinity_geomar_mid_umol_l,alkalinity_forst_final_umol_l,alkalinity_geomar_final_umol_l,DIC_mid_mg_l,DIC_final_mg_l,DOC_mid_mg_l,DOC_final_mg_l,ICP_Al_ug_l,ICP_Cd_ug_l,ICP_Cu_ug_l,ICP_Fe_ug_l,ICP_Li_ug_l,ICP_Mn_ug_l,ICP_Ni_ug_l,ICP_Sr_ug_l,ICP_Zn_ug_l,ICP_Ca_mg_l,ICP_K_mg_l,ICP_Mg_mg_l,ICP_Na_mg_l,ICP_P_mg_l,ICP_Si_mg_l,DSi_umol_l,analysis,LOI_C%,IC_mid_Li_umol_l,IC_mid_Na_umol_l,IC_mid_NH4_umol_l,IC_mid_K_umol_l,IC_mid_Ca_umol_l,IC_mid_Mg_umol_l,IC_mid_F_umol_l,IC_mid_Cl_umol_l,IC_mid_NO2_umol_l,IC_mid_Br_umol_l,IC_mid_NO3_umol_l,IC_mid_PO4_umol_l,IC_mid_SO4_umol_l,IC_final_Li_umol_l,IC_final_Na_umol_l,IC_final_NH4_umol_l,IC_final_K_umol_l,IC_final_Ca_umol_l,IC_final_Mg_umol_l,IC_final_F_umol_l,IC_final_Cl_umol_l,IC_final_NO2_umol_l,IC_final_Br_umol_l,IC_final_NO3_umol_l,IC_final_PO4_umol_l,IC_final_SO4_umol_l
451,3,3F-045,3M-045,Thomas,10,45,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Steel_slag,??,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.18,7350,12.49,,4.53,7910,12.587,,,,5904.005,,21581.27,,,-1.55,,69.224,53.3,0.01,21.2,0.2,3.55,0.17,8.41,1700,737,8.7,0.02,12.5,,0.04,-0.224,,Yes,1.6541,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452,3,3F-046,3M-046,Thomas,10,46,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.98,790,8.232,,4.2,567,8.732,,,,5736.795,,4621.23,,,55.301,,18.118,7,0.024,1.63,74.5,2.06,243,4.61,179,57.6,38.2,15.5,22.4,,3.73,16.3,,Yes,-0.019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453,3,3F-047,3M-047,Thomas,10,47,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.2,368,9.114,,4.75,295,8.015,,,,1461.795,,1650.105,,,15.238,,12.774,8.3,0.01,2.84,13.8,1.19,1.1,3.53,88.5,39.9,10,5,8.2,,4.38,10.1,,Yes,-0.0132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
454,3,3F-048,3M-048,Thomas,10,48,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Basalt_Basaltgestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.1,739,8.433,,4.47,589,8.432,,,,5162.54,,5131.55,,,61.633,,11.469,2.8,0.109,1.24,2.2,0.47,4.06,7.45,240,38.1,12.2,27.1,51.5,,1.8,15.8,,Yes,0.1068,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
455,3,3F-049,3M-049,Thomas,10,49,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.06,389,8.266,,4.43,320,8.245,,,,2029.795,,2054.08,,,21.153,,10.254,3.8,0.022,3.46,12.6,0.86,0.18,12.9,105,25,6.8,18.5,10.3,,3.89,10.2,,Yes,0.0799,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456,3,3F-050,3M-050,Thomas,10,50,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Dunite,No.11 (0.063),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.28,583,9.036,,4.9,493,8.322,,,,4753.49,,4172.285,,,49.853,,5.019,0.2,0.006,1.4,0.4,2.19,0.38,8.39,121,20,25.3,37.2,18,,0.07,3.74,,Yes,0.0766,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457,3,3F-051,3M-051,Thomas,10,51,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.91,391,9.039,,4.67,330,8.114,,,,2464.56,,2350.91,,,25.805,,12.755,0.5,0.006,3.86,12.1,1.14,0.5,9.8,144,30.9,9.3,15.2,9.9,,1.9,9.38,,Yes,0.0389,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
458,3,3F-052,3M-052,Thomas,10,52,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Steel_slag,??,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.29,7860,12.621,,3.12,8040,12.579,,,,16897.59,,23457.105,,,-1.452,,71.405,37.5,0.01,21.7,0.1,3.67,0.1,9.33,1844,755,11.7,0,13.6,,0.05,-0.254,,Yes,1.7491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
459,3,3F-053,3M-053,Thomas,10,53,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Basalt_Basaltgestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.23,572,8.55,,4.89,463,9.471,,,,3668.45,,3742.85,,,43.48,,5.002,3.9,0.1,3.21,1.2,0.77,2.22,5.99,169,27.4,10.3,18.1,43.8,,1.41,11.8,,Yes,0.0774,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
460,3,3F-054,3M-054,Thomas,10,54,3,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,2.15,383,9.03,,4.59,316,8.904,,,,2044.285,,2044.63,,,21.398,,11.869,3.9,0.023,3.5,13.4,0.76,0.93,13.4,107,23.7,7.1,18.4,10.7,,3.93,10.9,,Yes,0.0347,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
461,3,3F-055,3M-055,Thomas,5,55,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Steel_slag,??,50,No Mineral,No Mineral,0,OKAY,Straw,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.69,6050,12.412,,1.37,1493,11.745,,,,17039.34,,6501.48,,,-0.748,,169.159,148,0.011,27.8,6.5,3.05,0.86,21.1,637,178,46.8,0.01,22.6,,0.03,-0.162,,Yes,1.2481,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
462,3,3F-056,3M-056,Thomas,5,56,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Diabase,No Mineral,50,No Mineral,No Mineral,0,OKAY,Straw,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.8,634,8.461,,1.38,478,9.473,,,,4782.8,,3501.385,,,41.084,,17.626,6.9,0.012,15.2,17.9,2.39,0.41,16.4,109,21.4,44.9,18.3,21.9,,0.02,6.77,,Yes,1.2051,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
463,3,3F-057,3M-057,Thomas,5,57,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Lavagestein,0 to 2,50,Dunite,AFS 80 (0.125),50,No Mineral,No Mineral,0,OKAY,Straw,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.69,1120,8.293,,1.31,723,8.382,,,,10004.575,,6341.09,,,73.473,,56.704,3.8,0.029,17.3,133,2.28,1.34,92.7,239,30.9,85.6,35.3,21.2,,0.07,24.9,,Yes,-0.0104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
464,3,3F-058,3M-058,Thomas,5,58,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Basalt_Lavagestein,0 to 2,50,No Mineral,No Mineral,0,OKAY,Straw,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.8,749,8.311,,1.55,525,8.342,,,,6817.65,,4439.92,,,51.496,,54.234,22.5,0.024,12.6,173,1.59,2.84,59.1,228,31.3,46.3,23.4,17.4,,0.1,18,,Yes,-0.0076,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
465,3,3F-059,3M-059,Thomas,5,59,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Basalt_Lavagestein,0.063,50,No Mineral,No Mineral,0,OKAY,Straw,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.8,657,8.189,,1.51,490,8.405,,,,5179.84,,3796.84,,,44.292,,32.382,6.3,0.015,34.4,32.1,1.57,0.54,18.9,79.3,23.6,54.2,13.6,26.6,,0.04,9.62,,Yes,0.0086,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
466,3,3F-060,3M-060,Thomas,5,60,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Basalt_Basaltgestein,0.063,50,No Mineral,No Mineral,0,OKAY,Straw,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.8,660,8.678,,1.41,589,8.464,,,,5640.78,,4786.725,,,56.751,,11.653,3.6,0.073,16.8,9.3,1.51,0.25,21.4,88,15,29.6,21.8,62.4,,0.06,17.7,,Yes,0.0335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
467,3,3F-061,3M-061,Thomas,5,61,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Dunite,AFS 80 (0.125),50,No Mineral,No Mineral,0,OKAY,Straw,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.83,835,8.44,,1.59,601,8.385,,,,7924,,5428.125,,,63.627,,33.391,0.6,0.014,11.6,45.5,1.85,1.26,71.8,279,23.8,53.6,34.1,20.7,,0.04,10.2,,Yes,-0.0265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
468,3,3F-062,3M-062,Thomas,5,62,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Steel_slag,??,50,No Mineral,No Mineral,0,OKAY,Straw,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.83,5750,12.445,,1.59,5790,12.438,,,,17353.805,,14666.9,,,0.023,,191.974,94.9,0.017,23.7,1.3,2.63,2.94,16,1461,547,48.2,0.01,20.4,,0.06,-0.205,,Yes,1.0371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
469,3,3F-063,3M-063,Thomas,10,63,4,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Dunite,No.11 (0.063),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.2,1037,8.754,,2.09,823,9.126,,,,9738.345,,7672.86,,,89.071,,8.666,1,0.01,1.87,1.2,2.31,0.56,14.5,177,13.8,50.5,72.3,27.8,,0.05,2.56,,Yes,0.0247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
470,3,3F-064,3M-064,Thomas,10,64,4,No Worm,0,Aureobasidium_pullulans,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.08,705,8.281,,1.8,546,8.566,,,,4050.31,,4115.445,,,46.745,,20.517,2.1,0.008,2.72,21.5,1.65,3.66,17,218,36.7,21.5,31.8,16.6,,3.41,16.4,,Yes,-0.005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
471,3,3F-065,3M-065,Thomas,10,65,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Basalt_Lavagestein,0 to 2,30,Basalt_Basaltgestein,0.063,40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.17,666,8.754,,1.96,482,8.452,,,,5823.225,,4169.795,,,49.02,,14.783,5.4,0.075,8.85,30.5,0.94,0.44,23.9,193,23.3,21.4,20.5,36.5,,0.09,12.2,,Yes,0.051,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
472,3,3F-066,3M-066,Thomas,10,66,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Basalt_Lavagestein,0 to 2,30,Dunite,No.11 (0.063),40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.16,843,8.664,,1.92,670,8.533,,,,8588.01,,6386.125,,,75.489,,9.976,2.2,0.007,8.89,9.6,1.26,0.73,25.3,78.9,15,44.6,51.6,24.5,,0.03,7.08,,Yes,0.0403,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
473,3,3F-067,3M-067,Thomas,10,67,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Basalt_Lavagestein,0 to 2,30,Steel_slag,??,40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.1,5920,12.41,,1.61,2950,12.124,,,,14120.09,,6245.985,,,-0.726,,181.457,274,0.032,38.1,0.3,0.21,1.23,9.81,1258,271,40,0.04,25.6,,0.04,-0.21,,Yes,0.9572,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474,3,3F-068,3M-068,Thomas,10,68,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Basalt_Lavagestein,0 to 2,30,Diabase,No Mineral,40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.01,547,8.445,,1.54,467,9.456,,,,3911.375,,3464.39,,,40.303,,14.146,5.1,0.028,8.17,13.7,2.76,0.74,16.2,210,31.5,30.2,18.2,19.1,,0.02,9.56,,Yes,0.6666,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
475,3,3F-069,3M-069,Thomas,10,69,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Dunite,AFS 20 (1),30,Basalt_Basaltgestein,0.063,40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.12,665,8.482,,2.1,526,8.704,,,,5924.83,,4534.88,,,53.887,,17.731,3.8,0.067,9.58,42.3,1.1,2.64,25.6,205,24.7,27.7,22.1,42.7,,0.05,13.9,,Yes,0.0747,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
476,3,3F-070,3M-070,Thomas,10,70,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Dunite,AFS 20 (1),30,Basalt_Lavagestein,0.063,40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.12,635,8.474,,1.84,543,8.47,,,,5693.195,,4702.295,,,54.374,,30.377,14.1,0.013,17.6,73.1,1.37,3.95,34.4,154,28.9,42.6,25.2,24.1,,0.04,13,,Yes,0.0061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
477,3,3F-071,3M-071,Thomas,10,71,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Dunite,AFS 20 (1),30,Steel_slag,??,40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.71,3660,12.103,,1.31,1546,11.789,,,,11880.355,,6452.735,,,-1.079,,135.903,119,0.011,28.5,0.8,0.28,1.61,11.4,580,179,23.7,-0.01,14.9,,0.03,-0.174,,Yes,1.1529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
478,3,3F-072,3M-072,Thomas,10,72,4,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,30,Dunite,AFS 20 (1),30,Diabase,No Mineral,40,OKAY,Straw,,,Carbonic_Anhydrase,3998,Urease,370,Laccase,40,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,1.07,638,8.762,,1.95,515,8.825,,,,5009.39,,4328.675,,,50.296,,20.306,8.8,0.025,8.11,50.5,2.53,0.83,20,226,30.8,34.1,25.2,20.9,,0.03,9.37,,Yes,1.1667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
479,3,3F-073,3M-073,Thomas,5,73,5,No Worm,0,K._petricola_A._pullulans,,,,B._subtilis_C._metallidurans,,,,Dunite,AFS 20 (1),50,Diabase,No Mineral,50,No Mineral,No Mineral,0,OKAY,Straw,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.77,715,8.454,,1.28,575,8.122,,,,5526.58,,4299.89,,,50.902,,19.101,7.2,0.03,11.3,42.3,3.1,0.5,21.3,177,22.2,55.6,24.9,24.5,,0.03,8.84,,Yes,1.1581,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
